Datenreihe;Verbrauch (Strom) - E001001_0_000000000000000;Verbrauch (Strom) - E001002_0_000000000000000
27.01.2019 17:00;4,677;4,815
27.01.2019 18:00;5,302;4,515
27.01.2019 19:00;4,333;3,376
27.01.2019 20:00;4,271;3,714
27.01.2019 21:00;4,609;4,814
27.01.2019 22:00;5,233;3,601
27.01.2019 23:00;3,198;4,113
28.01.2019 00:00;2,049;4,376
28.01.2019 01:00;1,838;3,226
28.01.2019 02:00;1,698;3,013
28.01.2019 03:00;1,761;2,988
28.01.2019 04:00;1,678;2,851
28.01.2019 05:00;1,658;3,038
28.01.2019 06:00;1,719;3,301
28.01.2019 07:00;2,366;4,101
28.01.2019 08:00;4,694;3,414
28.01.2019 09:00;3,568;4,713
28.01.2019 10:00;4,961;4,151
28.01.2019 11:00;3,861;17,002
28.01.2019 12:00;4,05;20,102
28.01.2019 13:00;3,869;12,84
28.01.2019 14:00;5,043;9,077
28.01.2019 15:00;3,881;9,115
28.01.2019 16:00;4,883;6,302
28.01.2019 17:00;4,552;5,377
28.01.2019 18:00;5,007;4,277
28.01.2019 19:00;7,735;3,601
28.01.2019 20:00;4,421;4,551
28.01.2019 21:00;4,981;5,014
28.01.2019 22:00;5,76;3,751
28.01.2019 23:00;2,664;4,088
29.01.2019 00:00;1,93;4,864
29.01.2019 01:00;1,776;2,938
29.01.2019 02:00;1,663;2,526
29.01.2019 03:00;1,681;2,563
29.01.2019 04:00;1,644;2,526
29.01.2019 05:00;1,636;2,452
29.01.2019 06:00;1,636;2,901
29.01.2019 07:00;1,954;3,713
29.01.2019 08:00;5,981;2,876
29.01.2019 09:00;4,251;3,388
29.01.2019 10:00;4,377;3,826
29.01.2019 11:00;2,98;10,653
29.01.2019 12:00;4,27;14,74
29.01.2019 13:00;3,317;12,452
29.01.2019 14:00;5,024;18,24
29.01.2019 15:00;4,153;12,54
29.01.2019 16:00;6,299;11,227
29.01.2019 17:00;6,821;7,489
29.01.2019 18:00;6,26;4,664
29.01.2019 19:00;6,098;3,251
29.01.2019 20:00;22,836;3,764
29.01.2019 21:00;19,366;4,863
29.01.2019 22:00;12,407;3,488
29.01.2019 23:00;4,646;3,814
30.01.2019 00:00;1,63;3,225
30.01.2019 01:00;1,644;3,088
30.01.2019 02:00;1,561;2,688
30.01.2019 03:00;1,576;2,551
30.01.2019 04:00;1,508;2,526
30.01.2019 05:00;1,508;2,552
30.01.2019 06:00;1,542;2,926
30.01.2019 07:00;2,07;3,751
30.01.2019 08:00;6,179;3,038
30.01.2019 09:00;3,152;3,989
30.01.2019 10:00;2,271;4,127
30.01.2019 11:00;3,382;7,076
30.01.2019 12:00;4,839;16,465
30.01.2019 13:00;3,055;18,826
30.01.2019 14:00;3,055;10,077
30.01.2019 15:00;4,624;4,703
30.01.2019 16:00;5,629;4,34
30.01.2019 17:00;6,027;3,902
30.01.2019 18:00;5,179;4,376
30.01.2019 19:00;4,341;5,151
30.01.2019 20:00;5,261;4,926
30.01.2019 21:00;4,608;5,089
30.01.2019 22:00;3,513;3,689
30.01.2019 23:00;2,397;4,139
31.01.2019 00:00;2,073;3,252
31.01.2019 01:00;1,676;2,9
31.01.2019 02:00;1,541;2,75
31.01.2019 03:00;1,485;2,727
31.01.2019 04:00;1,511;2,738
31.01.2019 05:00;1,509;3,001
31.01.2019 06:00;1,464;3,151
31.01.2019 07:00;1,795;3,95
31.01.2019 08:00;3,883;3,088
31.01.2019 09:00;4,165;6,276
31.01.2019 10:00;8,464;3,251
31.01.2019 11:00;5,487;4,189
31.01.2019 12:00;2,742;6,764
31.01.2019 13:00;3,27;6,402
31.01.2019 14:00;3,089;4,102
31.01.2019 15:00;4,225;4,802
31.01.2019 16:00;6,025;5,152
31.01.2019 17:00;19,924;3,652
31.01.2019 18:00;19,437;9,038
31.01.2019 19:00;19,266;10,301
31.01.2019 20:00;20,741;6,201
31.01.2019 21:00;19,603;4,889
31.01.2019 22:00;18,274;3,501
31.01.2019 23:00;17,613;3,626
01.02.2019 00:00;3,971;4,601
01.02.2019 01:00;3,25;3,076
01.02.2019 02:00;1,978;2,676
01.02.2019 03:00;1,671;2,501
01.02.2019 04:00;1,666;2,564
01.02.2019 05:00;1,701;2,514
01.02.2019 06:00;1,589;2,977
01.02.2019 07:00;2,251;3,851
01.02.2019 08:00;4,671;2,926
01.02.2019 09:00;4,551;5,114
01.02.2019 10:00;3,13;3,039
01.02.2019 11:00;3,319;5,288
01.02.2019 12:00;3,535;17,813
01.02.2019 13:00;2,193;18,701
01.02.2019 14:00;4,037;7,865
01.02.2019 15:00;10,726;4,739
01.02.2019 16:00;16,884;3,94
01.02.2019 17:00;12,361;1,528
01.02.2019 18:00;7,047;2,952
01.02.2019 19:00;4,932;3,489
01.02.2019 20:00;4,571;4,863
01.02.2019 21:00;4,993;4,863
01.02.2019 22:00;3,756;3,576
01.02.2019 23:00;2,799;4,063
02.02.2019 00:00;2,019;3,051
02.02.2019 01:00;1,813;2,939
02.02.2019 02:00;1,664;2,976
02.02.2019 03:00;1,583;3,063
02.02.2019 04:00;1,536;2,838
02.02.2019 05:00;1,706;3,276
02.02.2019 06:00;1,514;3,351
02.02.2019 07:00;2,254;4,314
02.02.2019 08:00;5,428;3,338
02.02.2019 09:00;3,478;4,163
02.02.2019 10:00;2,889;3,238
02.02.2019 11:00;4,345;5,227
02.02.2019 12:00;5,949;6,002
02.02.2019 13:00;5,331;4,326
02.02.2019 14:00;4,666;1,626
02.02.2019 15:00;5,849;1,84
02.02.2019 16:00;5,977;2,84
02.02.2019 17:00;4,23;2,876
02.02.2019 18:00;4,109;3,552
02.02.2019 19:00;3,741;3,713
02.02.2019 20:00;4,278;4,963
02.02.2019 21:00;4,561;6,226
02.02.2019 22:00;3,523;3,751
02.02.2019 23:00;2,614;3,651
03.02.2019 00:00;2,217;4,076
03.02.2019 01:00;1,804;3,126
03.02.2019 02:00;1,763;2,714
03.02.2019 03:00;1,839;2,764
03.02.2019 04:00;1,556;2,626
03.02.2019 05:00;1,501;2,413
03.02.2019 06:00;1,473;2,838
03.02.2019 07:00;2,144;3,914
03.02.2019 08:00;3,82;2,675
03.02.2019 09:00;2,949;3,276
03.02.2019 10:00;2,438;2,913
03.02.2019 11:00;12,544;4,502
03.02.2019 12:00;22,526;8,015
03.02.2019 13:00;22,036;18,464
03.02.2019 14:00;15,061;20,503
03.02.2019 15:00;13,525;11,39
03.02.2019 16:00;5,83;14,927
03.02.2019 17:00;5,884;14,165
03.02.2019 18:00;4,428;8,276
03.02.2019 19:00;3,822;3,263
03.02.2019 20:00;2,959;3,663
03.02.2019 21:00;15,284;4,601
03.02.2019 22:00;17,624;4,427
03.02.2019 23:00;2,706;4,113
04.02.2019 00:00;2,216;3,613
04.02.2019 01:00;2,2;2,476
04.02.2019 02:00;2,081;2,514
04.02.2019 03:00;1,658;2,413
04.02.2019 04:00;1,471;2,551
04.02.2019 05:00;1,526;2,789
04.02.2019 06:00;1,451;3,226
04.02.2019 07:00;2,149;5,001
04.02.2019 08:00;3,901;16,026
04.02.2019 09:00;3,774;15,938
04.02.2019 10:00;16,434;10,103
04.02.2019 11:00;7,824;12,703
04.02.2019 12:00;5,973;22,39
04.02.2019 13:00;16,674;17,053
04.02.2019 14:00;20,301;17,727
04.02.2019 15:00;19,17;17,09
04.02.2019 16:00;6,387;16,752
04.02.2019 17:00;5,007;20,464
04.02.2019 18:00;7,483;17,314
04.02.2019 19:00;4,794;4,751
04.02.2019 20:00;7,859;3,526
04.02.2019 21:00;11,599;5,076
04.02.2019 22:00;8,796;3,626
04.02.2019 23:00;3,236;4,089
05.02.2019 00:00;1,779;3,301
05.02.2019 01:00;1,574;2,551
05.02.2019 02:00;1,459;2,513
05.02.2019 03:00;1,525;2,489
05.02.2019 04:00;1,456;2,563
05.02.2019 05:00;1,549;2,501
05.02.2019 06:00;4,4;3,014
05.02.2019 07:00;7,034;4,139
05.02.2019 08:00;9,691;2,839
05.02.2019 09:00;5,515;3,05
05.02.2019 10:00;7,787;4,727
05.02.2019 11:00;5,494;9,79
05.02.2019 12:00;3,652;14,413
05.02.2019 13:00;4,029;7,889
05.02.2019 14:00;4,168;6,341
05.02.2019 15:00;6,254;8,301
05.02.2019 16:00;3,403;8,265
05.02.2019 17:00;1,495;5,015
05.02.2019 18:00;3,346;4,389
05.02.2019 19:00;9,383;3,838
05.02.2019 20:00;21,019;3,951
05.02.2019 21:00;18,339;4,864
05.02.2019 22:00;16,831;3,314
05.02.2019 23:00;15,834;3,275
06.02.2019 00:00;6,571;3,214
06.02.2019 01:00;1,249;2,764
06.02.2019 02:00;1,224;2,552
06.02.2019 03:00;1,274;2,725
06.02.2019 04:00;1,195;2,589
06.02.2019 05:00;1,219;2,402
06.02.2019 06:00;1,273;3,064
06.02.2019 07:00;1,896;4,151
06.02.2019 08:00;5,739;2,864
06.02.2019 09:00;4,984;3,389
06.02.2019 10:00;11,992;4,602
06.02.2019 11:00;9,142;9,527
06.02.2019 12:00;8,039;10,802
06.02.2019 13:00;14,36;10,814
06.02.2019 14:00;10,229;9,627
06.02.2019 15:00;11,722;11,627
06.02.2019 16:00;11,532;10,552
06.02.2019 17:00;11,989;9,052
06.02.2019 18:00;12,959;4,527
06.02.2019 19:00;10,833;13,326
06.02.2019 20:00;13,851;16,687
06.02.2019 21:00;17,703;9,313
06.02.2019 22:00;4,991;3,538
06.02.2019 23:00;4,033;3,751
07.02.2019 00:00;2,311;3,051
07.02.2019 01:00;1,489;2,764
07.02.2019 02:00;1,373;2,389
07.02.2019 03:00;1,441;2,338
07.02.2019 04:00;1,398;2,351
07.02.2019 05:00;1,376;2,664
07.02.2019 06:00;1,437;2,851
07.02.2019 07:00;1,92;4,089
07.02.2019 08:00;3,823;3,463
07.02.2019 09:00;7,608;4,064
07.02.2019 10:00;14,812;3,851
07.02.2019 11:00;15,514;8,751
07.02.2019 12:00;13,424;13,651
07.02.2019 13:00;16,396;11,6
07.02.2019 14:00;14,814;7,151
07.02.2019 15:00;15,777;4,288
07.02.2019 16:00;14,234;2,564
07.02.2019 17:00;6,409;15,676
07.02.2019 18:00;4,161;16,138
07.02.2019 19:00;3,169;6,263
07.02.2019 20:00;3,608;3,526
07.02.2019 21:00;3,764;4,701
07.02.2019 22:00;3,708;2,938
07.02.2019 23:00;3,354;4,288
08.02.2019 00:00;2,513;3,101
08.02.2019 01:00;2,156;2,613
08.02.2019 02:00;2,033;2,388
08.02.2019 03:00;1,883;2,389
08.02.2019 04:00;1,833;2,301
08.02.2019 05:00;1,808;2,264
08.02.2019 06:00;1,896;2,788
08.02.2019 07:00;2,438;4,426
08.02.2019 08:00;3,658;2,538
08.02.2019 09:00;4,511;3,151
08.02.2019 10:00;3,445;3,313
08.02.2019 11:00;2,597;4,689
08.02.2019 12:00;3,941;5,489
08.02.2019 13:00;2,63;5,126
08.02.2019 14:00;2,362;4,288
08.02.2019 15:00;3,673;3,05
08.02.2019 16:00;3,455;0,025
08.02.2019 17:00;3,401;0,076
08.02.2019 18:00;3,637;1,864
08.02.2019 19:00;5,819;3,289
08.02.2019 20:00;19,084;6,251
08.02.2019 21:00;19,268;6,939
08.02.2019 22:00;6,528;3,939
08.02.2019 23:00;3,324;3,914
09.02.2019 00:00;2,628;3,926
09.02.2019 01:00;2,344;2,513
09.02.2019 02:00;1,916;2,313
09.02.2019 03:00;1,666;2,363
09.02.2019 04:00;1,819;2,339
09.02.2019 05:00;1,793;2,714
09.02.2019 06:00;1,703;2,863
09.02.2019 07:00;2,189;3,963
09.02.2019 08:00;3,721;2,926
09.02.2019 09:00;3,451;4,55
09.02.2019 10:00;6,334;1,451
09.02.2019 11:00;5,868;0,038
09.02.2019 12:00;5,455;0,363
09.02.2019 13:00;5,543;1,351
09.02.2019 14:00;5,955;0,388
09.02.2019 15:00;5,601;0
09.02.2019 16:00;5,037;0,825
09.02.2019 17:00;7,707;9,189
09.02.2019 18:00;11,759;10,276
09.02.2019 19:00;4,737;4,501
09.02.2019 20:00;3,856;4,375
09.02.2019 21:00;4,206;6,202
09.02.2019 22:00;3,441;3,464
09.02.2019 23:00;2,909;3,375
10.02.2019 00:00;2,496;3,589
10.02.2019 01:00;2,174;2,901
10.02.2019 02:00;2,134;2,689
10.02.2019 03:00;2,121;2,639
10.02.2019 04:00;1,648;2,551
10.02.2019 05:00;1,676;2,488
10.02.2019 06:00;1,736;2,938
10.02.2019 07:00;2,128;4,264
10.02.2019 08:00;2,764;2,963
10.02.2019 09:00;2,878;4,139
10.02.2019 10:00;3,865;2,9
10.02.2019 11:00;3,641;2,813
10.02.2019 12:00;4,885;1,826
10.02.2019 13:00;4,444;1,113
10.02.2019 14:00;2,824;0,013
10.02.2019 15:00;3,263;0,675
10.02.2019 16:00;4,104;0,364
10.02.2019 17:00;3,182;1,263
10.02.2019 18:00;3,656;4,439
10.02.2019 19:00;2,751;3,451
10.02.2019 20:00;2,501;3,502
10.02.2019 21:00;5,451;9,176
10.02.2019 22:00;3,959;12,926
10.02.2019 23:00;3,078;10,164
11.02.2019 00:00;2,253;7,713
11.02.2019 01:00;1,733;2,513
11.02.2019 02:00;1,668;2,401
11.02.2019 03:00;1,633;2,551
11.02.2019 04:00;1,659;2,5
11.02.2019 05:00;1,674;2,913
11.02.2019 06:00;1,694;2,901
11.02.2019 07:00;2,34;4,414
11.02.2019 08:00;2,991;2,888
11.02.2019 09:00;11,561;4,177
11.02.2019 10:00;16,749;1,263
11.02.2019 11:00;8,035;0,901
11.02.2019 12:00;3,318;8,326
11.02.2019 13:00;3,299;8,101
11.02.2019 14:00;7,948;3,35
11.02.2019 15:00;8,254;0,326
11.02.2019 16:00;7,759;0
11.02.2019 17:00;8,057;0
11.02.2019 18:00;6,604;0,6
11.02.2019 19:00;4,243;4,701
11.02.2019 20:00;5,086;4,451
11.02.2019 21:00;5,754;5,501
11.02.2019 22:00;5,431;3,764
11.02.2019 23:00;3,541;4,589
12.02.2019 00:00;2,111;4,401
12.02.2019 01:00;1,506;3,401
12.02.2019 02:00;1,654;2,963
12.02.2019 03:00;1,466;3,076
12.02.2019 04:00;1,533;3,026
12.02.2019 05:00;1,457;2,901
12.02.2019 06:00;1,46;3,401
12.02.2019 07:00;2,088;4,826
12.02.2019 08:00;3,191;3,627
12.02.2019 09:00;4,173;5,614
12.02.2019 10:00;4,286;1,876
12.02.2019 11:00;6,862;1,351
12.02.2019 12:00;7,435;7,613
12.02.2019 13:00;6,205;3,388
12.02.2019 14:00;6,016;4,901
12.02.2019 15:00;6,337;6,101
12.02.2019 16:00;8,444;6,326
12.02.2019 17:00;7,131;4,689
